,product,date,year,Foundry,num_shading_units,num_compute_units,num_tensor_cores,flops,FP16_flops,FP32_flops,FP64_flops,timestamp,real_price_2020,process_size_in_nm,TDP_in_W,transistors_in_millions,die_size_in_mm,base_clock_in_MHz,bandwidth_in_GBs,bus_width_in_bit,GPU_clock_in_MHz,length_in_mm,memory_bus_in_bit,memory_clock_in_MHz,memory_size_in_MB,pixel_rate_in_MPixel_per_s,texture_rate_in_GTexel_per_s,num_cores
3450,NVIDIA Quadro K5000M,2012-08-07 12:00:00,2012.0,TSMC,1344.0,,,1615000000000.0,,1615000000000.0,67310000000.0,1344297600.0,,28,100.0,3540.0,294.0,,96.0,256.0,601.0,,256.0,750.0,4000.0,16830.0,67.31,1344
3451,AMD Radeon R9 280,2014-03-04 12:00:00,2014.0,TSMC,1792.0,28.0,,3344000000000.0,,3344000000000.0,836000000000.0,1393891200.0,305.0160051703163,28,200.0,4313.0,352.0,827.0,240.0,384.0,,275.0,384.0,1250.0,3000.0,29860.0,104.5,1792
3452,AMD Radeon R7 Graphics,2014-01-11 12:00:00,2014.0,GlobalFoundries,512.0,8.0,,737300000000.0,,737300000000.0,46080000000.0,1389398400.0,,28,65.0,2410.0,245.0,,,,720.0,,,,,5760.0,23.04,512
3453,AMD Radeon HD 8770M,2013-04-01 12:00:00,2013.0,TSMC,384.0,6.0,,633600000000.0,,633600000000.0,39600000000.0,1364774400.0,,28,,950.0,77.0,775.0,72.0,128.0,,,128.0,1125.0,2000.0,6600.0,19.8,384
3454,AMD Radeon R7 M465X,2016-05-15 12:00:00,2016.0,TSMC,512.0,8.0,,947200000000.0,,947200000000.0,59200000000.0,1463270400.0,,28,,1500.0,123.0,900.0,72.0,128.0,,,128.0,1125.0,2000.0,14800.0,29.6,512
3457,ATI Radeon HD 2600 XT Mac Edition,2008-02-21 12:00:00,2008.0,TSMC,120.0,3.0,,168000000000.0,,168000000000.0,,1203552000.0,,65,45.0,390.0,153.0,,25.6,128.0,700.0,,128.0,800.0,256.0,2800.0,5.6,120
3458,AMD FireStream 9250,2008-06-16 12:00:00,2008.0,TSMC,800.0,10.0,,1000000000000.0,,1000000000000.0,200000000000.0,1213574400.0,,55,150.0,956.0,256.0,,63.55,256.0,625.0,234.0,256.0,993.0,1024.0,10000.0,25.0,800
3459,ATI Mobility Radeon HD 5850 Mac Edition,2010-01-07 12:00:00,2010.0,TSMC,800.0,10.0,,1005000000000.0,,1005000000000.0,,1262822400.0,,40,30.0,1040.0,166.0,,64.0,128.0,628.0,,128.0,1000.0,1024.0,10050.0,25.12,800
3461,NVIDIA Quadro 5000M,2010-07-27 12:00:00,2010.0,TSMC,320.0,,,518400000000.0,,518400000000.0,,1280188800.0,,40,100.0,3100.0,529.0,,76.8,256.0,405.0,,256.0,600.0,1792.0,8100.0,16.2,320
3462,AMD FirePro W6170M,2014-08-25 12:00:00,2014.0,TSMC,768.0,12.0,,1651000000000.0,,1651000000000.0,103200000000.0,1408924800.0,,28,,2080.0,160.0,,88.0,128.0,1075.0,,128.0,1375.0,2000.0,17200.0,51.6,768
3464,AMD Radeon HD 6870M,2011-01-04 12:00:00,2011.0,TSMC,800.0,10.0,,1080000000000.0,,1080000000000.0,,1294099200.0,,40,50.0,1040.0,166.0,,64.0,128.0,675.0,,128.0,1000.0,1024.0,10800.0,27.0,800
3467,NVIDIA GeForce GT 555M,2011-06-15 12:00:00,2011.0,TSMC,96.0,,,289200000000.0,,289200000000.0,24100000000.0,1308096000.0,,40,35.0,585.0,116.0,,50.18,128.0,753.0,,128.0,784.0,1024.0,3012.0,12.05,96
3468,NVIDIA GeForce GT 645 OEM,2012-04-24 12:00:00,2012.0,TSMC,288.0,,,894000000000.0,,894000000000.0,74500000000.0,1335225600.0,,40,102.0,1950.0,332.0,,91.87,192.0,776.0,210.0,192.0,957.0,1024.0,9312.0,37.25,288
3469,NVIDIA NVS 2100M,2010-01-07 12:00:00,2010.0,TSMC,16.0,,,39360000000.0,,39360000000.0,,1262822400.0,,40,11.0,260.0,57.0,,12.64,64.0,535.0,,64.0,790.0,512.0,2140.0,4.28,16
3470,AMD Radeon HD 6550M,2010-11-26 12:00:00,2010.0,TSMC,400.0,5.0,,480000000000.0,,480000000000.0,,1290729600.0,,40,26.0,2154.0,334.0,,28.8,128.0,600.0,,128.0,900.0,1024.0,4800.0,12.0,400
3471,NVIDIA GeForce GT 520 PCIe x1,2011-04-13 12:00:00,2011.0,TSMC,48.0,,,155500000000.0,,155500000000.0,12960000000.0,1302652800.0,,40,29.0,292.0,79.0,,14.4,64.0,810.0,152.0,64.0,900.0,1024.0,1620.0,6.48,48
3473,NVIDIA GRID K500,2014-07-02 12:00:00,2014.0,TSMC,1536.0,,,2289000000000.0,,2289000000000.0,95360000000.0,1404259200.0,3934.597141964044,28,225.0,3540.0,294.0,,160.0,512.0,745.0,267.0,256.0,1250.0,8000.0,23840.0,95.36,3072
3474,NVIDIA Quadro M600M,2015-08-18 12:00:00,2015.0,TSMC,384.0,,,672800000000.0,,672800000000.0,21020000000.0,1439856000.0,,28,30.0,1870.0,148.0,837.0,80.19,128.0,,,128.0,1253.0,2000.0,7008.0,14.02,384
3475,AMD Radeon R6 M340DX,2015-12-12 12:00:00,2015.0,TSMC,384.0,6.0,,791000000000.0,,791000000000.0,49440000000.0,1449878400.0,,28,,690.0,56.0,955.0,,,,,,,,8240.0,24.72,384
3476,AMD Radeon HD 6230,2011-07-02 12:00:00,2011.0,TSMC,80.0,2.0,,104000000000.0,,104000000000.0,,1309564800.0,,40,19.0,292.0,59.0,,10.67,64.0,650.0,168.0,64.0,667.0,512.0,2600.0,5.2,80
3477,AMD FireStream 9270,2008-11-13 12:00:00,2008.0,TSMC,800.0,10.0,,1200000000000.0,,1200000000000.0,240000000000.0,1226534400.0,,55,160.0,956.0,256.0,,115.2,256.0,750.0,241.0,256.0,900.0,2000.0,12000.0,30.0,800
3478,NVIDIA GeForce GTX 760 OEM,2016-11-06 12:00:00,2016.0,TSMC,1344.0,,,2812000000000.0,,2812000000000.0,117200000000.0,1478390400.0,,28,170.0,3540.0,294.0,993.0,211.2,256.0,,241.0,256.0,1650.0,2000.0,29290.0,117.2,1344
3479,AMD Radeon HD 6380G IGP,2011-06-14 12:00:00,2011.0,TSMC,160.0,2.0,,128000000000.0,,128000000000.0,,1308009600.0,,32,35.0,1178.0,227.0,,,,400.0,,,,,1600.0,3.2,160
3480,AMD Radeon R9 FURY X2,,,TSMC,4096.0,64.0,,8602000000000.0,,8602000000000.0,,,,28,,8900.0,596.0,,512.0,8192.0,1050.0,,4096.0,500.0,8000.0,67200.0,268.8,8192
3484,NVIDIA GeForce 8200M G mGPU AMD,2008-06-03 12:00:00,2008.0,,16.0,,,25600000000.0,,25600000000.0,,1212451200.0,,80,12.0,210.0,127.0,,,,400.0,,,,,1600.0,1.6,16
3487,NVIDIA GeForce GTX 560 Ti OEM,2011-03-08 12:00:00,2011.0,TSMC,384.0,,,1263000000000.0,,1263000000000.0,105300000000.0,1299542400.0,,40,170.0,1950.0,332.0,,128.3,256.0,823.0,229.0,256.0,1002.0,1024.0,13170.0,52.67,384
3489,NVIDIA GeForce 315 OEM,2011-04-28 12:00:00,2011.0,TSMC,48.0,,,97150000000.0,,97150000000.0,,1303948800.0,,40,33.0,727.0,144.0,,5.6,64.0,506.0,168.0,64.0,350.0,256.0,2024.0,8.096,48
3490,Intel Iris Pro Graphics P6300,2014-09-05 12:00:00,2014.0,Intel,384.0,,,614400000000.0,,614400000000.0,153600000000.0,1409875200.0,,14,15.0,,,300.0,,,,,,,,4800.0,38.4,384
3493,AMD Radeon HD 6750M Mac Edition,2011-04-18 12:00:00,2011.0,TSMC,480.0,6.0,,574100000000.0,,574100000000.0,,1303084800.0,,40,35.0,716.0,104.0,,50.82,128.0,598.0,,128.0,794.0,512.0,4784.0,14.35,480
3495,AMD Radeon HD 8570 OEM Rebrand,2013-07-23 12:00:00,2013.0,TSMC,480.0,6.0,,624000000000.0,,624000000000.0,,1374537600.0,,40,60.0,716.0,118.0,,25.6,128.0,650.0,,128.0,800.0,1024.0,5200.0,15.6,480
3496,NVIDIA GeForce GTX 660M,2012-03-22 12:00:00,2012.0,TSMC,384.0,,,729600000000.0,,729600000000.0,30400000000.0,1332374400.0,,28,50.0,1270.0,118.0,835.0,64.0,128.0,,,128.0,1000.0,1024.0,7600.0,30.4,384
3497,NVIDIA GeForce GTX 780,2013-05-23 12:00:00,2013.0,TSMC,2304.0,,,4156000000000.0,,4155999999999.9995,173200000000.0,1369267200.0,721.0272239082749,28,250.0,7080.0,561.0,863.0,288.4,384.0,,267.0,384.0,1502.0,3000.0,43300.0,173.2,2304
3499,AMD Radeon R9 370,2015-05-05 12:00:00,2015.0,TSMC,1280.0,24.0,,2496000000000.0,,2496000000000.0,156000000000.0,1430784000.0,,28,110.0,2800.0,212.0,925.0,179.2,256.0,,221.0,256.0,1400.0,2000.0,31200.0,78.0,1280
3500,NVIDIA GeForce GTX 765M,2013-05-30 12:00:00,2013.0,TSMC,768.0,,,1326000000000.0,,1326000000000.0,55230000000.0,1369872000.0,,28,75.0,2540.0,221.0,797.0,64.13,128.0,,,128.0,1002.0,2000.0,13810.0,55.23,768
3503,AMD Radeon HD 8510 OEM,2013-04-24 12:00:00,2013.0,TSMC,400.0,5.0,,520000000000.0,,520000000000.0,,1366761600.0,,40,39.0,627.0,104.0,,16.0,128.0,650.0,165.0,128.0,500.0,1024.0,5200.0,13.0,400
3504,NVIDIA GeForce 8600M GT Mac Edition,2007-10-05 12:00:00,2007.0,TSMC,32.0,,,60160000000.0,,60160000000.0,,1191542400.0,,80,20.0,289.0,169.0,,20.32,128.0,470.0,,128.0,635.0,512.0,3760.0,7.52,32
3506,AMD Radeon HD 6650A,2011-04-19 12:00:00,2011.0,TSMC,480.0,6.0,,576000000000.0,,576000000000.0,,1303171200.0,,40,45.0,716.0,118.0,,28.8,128.0,600.0,,128.0,900.0,1024.0,4800.0,14.4,480
3507,NVIDIA GeForce 940MX,,2016.0,TSMC,384.0,,,762600000000.0,,762600000000.0,23830000000.0,,,28,23.0,,,954.0,40.1,64.0,,,64.0,1253.0,1024.0,7944.0,23.83,384
3509,Intel GMA 3150,2007-05-09 12:00:00,2007.0,Intel,16.0,,,12800000000.0,,12800000000.0,,1178668800.0,,45,13.0,123.0,66.0,,,,400.0,,,,,400.0,800.0,16
3511,NVIDIA GeForce GTX 645 OEM,2013-04-22 12:00:00,2013.0,TSMC,576.0,,,949200000000.0,,949200000000.0,39550000000.0,1366588800.0,,28,65.0,2540.0,221.0,,64.0,128.0,824.0,147.0,128.0,1000.0,1024.0,9888.0,39.55,576
3513,NVIDIA GeForce GTX 660,2012-09-06 12:00:00,2012.0,TSMC,960.0,,,1981000000000.0,,1981000000000.0,82560000000.0,1346889600.0,258.14141048982117,28,140.0,2540.0,221.0,980.0,144.2,192.0,,241.0,192.0,1502.0,2000.0,20640.0,82.56,960
3516,Intel HD Graphics,2013-09-02 12:00:00,2013.0,Intel,32.0,,,41340000000.0,,41340000000.0,10340000000.0,1378080000.0,,22,4.0,,,311.0,,,,,,,,646.0,2.584,32
3518,NVIDIA GeForce GT 425M,2010-09-03 12:00:00,2010.0,TSMC,96.0,,,215000000000.0,,215000000000.0,17920000000.0,1283472000.0,,40,23.0,585.0,116.0,,25.6,128.0,560.0,,128.0,800.0,1024.0,2240.0,8.96,96
3520,AMD Radeon R7 M465,2016-05-15 12:00:00,2016.0,TSMC,384.0,6.0,,737300000000.0,,737300000000.0,46080000000.0,1463270400.0,,28,,690.0,56.0,825.0,64.0,128.0,,,128.0,1000.0,2000.0,7680.0,23.04,384
